month,department,budget_revenue,actual_revenue,budget_expense,actual_expense
2024-09,Sales,642905,616049,275811,243769
2024-04,IT,210887,205431,83745,91987
2024-10,Sales,747590,626384,370937,453540
2024-09,Sales,244444,219849,141732,127755
2023-11,IT,759380,796787,256534,214842
2023-05,Marketing,526665,527266,246624,212117
2023-04,Operations,198537,191180,113026,125373
2023-03,Marketing,451210,401860,148914,127888
2024-07,Marketing,577819,687155,258955,266644
2024-08,Marketing,714703,642834,399925,502182
2024-06,IT,502282,517446,286368,298482
2024-03,IT,406455,382659,184654,172342
2023-09,IT,797662,801134,245269,262146
2024-05,Marketing,132124,139379,43824,45563
2024-02,Operations,531920,444455,253201,283053
2024-03,Sales,750149,749553,252918,326990
2023-01,HR,618357,706712,213225,236576
2024-09,Sales,268474,325224,142730,193408
2024-10,Sales,696195,685333,365646,408900
2024-10,HR,138074,138764,76331,71361
2023-03,Marketing,158345,200363,52526,73181
2024-04,Operations,267834,304310,96271,99282
2024-11,Operations,506319,468813,278418,248283
2023-11,Sales,501797,464524,259090,362352
2023-12,HR,527154,587663,285605,268477
2023-10,Finance,104203,91560,62201,58104
2024-04,Marketing,196162,221766,109719,106128
2023-08,Sales,590203,613879,269214,289322
2023-06,Operations,238059,252848,93612,111363
2023-12,IT,530263,513926,249702,162975
2024-12,IT,428884,396469,210829,250670
2024-09,HR,172217,202430,68989,66699
2023-08,HR,196101,190294,104184,102940
2023-04,Sales,139067,132209,45589,59597
2023-08,Finance,103520,102524,55260,59791
2024-06,Operations,120053,122833,37168,41522
2023-05,Sales,101464,88913,45596,47543
2023-09,Finance,203033,189270,113379,132035
2023-04,HR,182316,168794,59425,76818
2024-10,IT,117952,129916,53706,36452
2024-05,Marketing,98061,87635,34107,41361
2023-09,IT,564072,445226,320643,411081
2023-01,Operations,567071,433213,311721,350735
2024-09,Operations,651507,536551,377988,358482
2024-08,IT,74992,87244,42182,37000
2024-01,IT,687442,688778,358133,502917
2024-04,Finance,304166,322461,108120,98848
2024-01,Sales,226010,240560,88313,112832
2024-02,HR,368393,370876,165429,183390
2023-03,Finance,677601,671520,322991,438258
2023-06,Marketing,362878,408362,194014,194452
2024-06,IT,752440,765622,276964,224025
2024-07,Marketing,255532,298433,86493,90845
2023-05,Marketing,699914,752057,311309,257462
2024-03,Finance,764967,708255,265713,385698
2023-02,HR,111852,105179,56834,65042
2023-10,Operations,78380,71537,37049,43225
2024-12,Sales,527563,604642,275563,321531
2024-06,Operations,121257,115363,38684,36593
2024-01,HR,222263,200966,131003,134958
2023-05,Operations,317074,329241,95122,101452
2024-11,IT,563279,556711,223978,300485
2024-12,IT,754914,781598,380393,333390
2023-01,Finance,793847,973873,248904,234147
2024-10,Marketing,366161,406280,119004,118475
2023-01,HR,500514,502136,161668,153415
2024-06,HR,494605,411011,234666,195045
2024-03,Operations,778666,731949,442887,285349
2024-05,Finance,206597,224224,96404,74806
2023-11,Operations,525308,451489,252710,307005
2024-09,Operations,654918,823177,264456,277352
2024-10,HR,773571,774909,236420,277871
2024-05,Operations,605568,609117,185597,178659
2024-01,Marketing,698418,642546,395648,409594
2023-01,Operations,192312,203775,63611,82183
2023-02,Marketing,512757,441504,307621,394649
2023-09,HR,763341,961647,266655,317664
2023-03,Finance,207908,240774,104450,112843
2023-01,IT,326532,365100,190918,215297
2024-09,Marketing,294335,245224,120290,132992
2024-04,Finance,575982,590179,299700,307180
2024-11,Finance,177727,203513,72025,71257
2023-06,Marketing,687345,736265,269083,327838
2024-05,HR,573888,504876,206910,177043
2023-05,Sales,361438,333241,197446,251369
2023-05,Finance,613057,579809,231254,233262
2023-06,Finance,482636,447687,185789,158457
2023-03,HR,425433,503480,255128,247008
2024-09,HR,152885,117641,60877,55936
2024-11,Operations,612143,660324,261282,251784
2023-05,HR,706820,597208,421983,405486
2024-09,Finance,545407,482494,224047,213952
2023-05,Marketing,621934,471943,254896,255866
2023-10,Sales,484468,452548,265640,276341
2023-10,Operations,453051,535183,178311,207657
2024-07,Marketing,163947,169157,60682,61486
2024-05,Sales,60910,52150,26006,28578
2024-09,Sales,657045,737242,335219,352358
2024-02,Sales,534365,613320,167241,189164
2023-09,IT,194408,196835,80130,84697
2024-02,Marketing,600822,747524,242656,231245
2023-01,Operations,707729,777502,264298,241111
2024-07,Operations,468597,506983,232558,251519
2024-01,Sales,397238,358942,153729,190778
2024-01,Marketing,542402,583238,261448,265534
2023-04,IT,539706,553746,243569,230141
2023-01,Sales,337551,358607,123259,124685
2024-05,HR,217011,199183,82457,79636
2023-08,Operations,666591,676837,234093,222377
2023-02,Finance,309153,278848,97998,81677
2023-08,Sales,469386,348445,228007,231048
2023-07,HR,646196,723608,324284,351967
2023-02,Operations,174506,143044,61042,54187
2024-10,IT,334513,338815,162110,148857
2024-10,Marketing,90733,94358,53952,48977
2023-03,Operations,705949,733613,227541,191589
2024-06,Marketing,775959,749600,346940,314557
2023-12,Marketing,789270,814957,410350,418688
2023-01,IT,400579,423218,125702,106682
2024-10,IT,99008,107740,52818,54369
2023-12,Sales,573343,692605,340481,321577
2023-05,Sales,641082,659098,209342,190637
2024-05,Operations,129134,130126,70593,78116
2024-04,IT,365034,325315,150968,144020
2024-03,HR,427403,449761,146699,143691
2024-11,Operations,484720,523539,217134,270266
2024-03,Finance,496590,485130,159631,145582
2023-05,Marketing,341548,363869,155961,200391
2024-09,Marketing,377367,364120,115401,115150
2024-02,Sales,795512,859565,412539,362860
2023-02,HR,415330,460813,185399,179263
2023-11,IT,327972,363338,143547,152205
2024-07,IT,234616,237933,84193,104245
2023-07,Sales,534948,468188,218461,255560
2023-06,Finance,676264,626606,239776,254063
2023-02,Operations,619385,663620,322462,399528
2023-06,Operations,687559,889603,247320,189903
2024-06,HR,606490,581692,294163,319877
2023-02,Sales,78704,83009,30213,33128
2024-06,Sales,141411,131975,70294,77205
2024-03,Finance,703976,621698,325332,263023
2024-07,Operations,597929,549402,255334,229152
2023-02,Sales,349623,262253,175475,179866
2024-08,IT,259843,302044,110359,134331
2023-06,HR,355056,260037,194006,259442
2023-01,Operations,556313,538700,288659,274322
2024-12,Finance,420371,360940,194291,165831
2024-03,HR,535774,478914,301704,353706
2024-11,Marketing,252546,294262,138561,199826
2023-10,IT,178773,183086,82155,99903
2024-07,Finance,159658,141162,51175,47987
2024-05,HR,616980,573333,289856,428746
2023-05,Sales,673172,611335,273696,315576
2023-04,Marketing,606497,603327,280222,260984
2023-10,Finance,762923,778751,376990,505221
2024-12,Sales,349386,428860,172405,158526
2024-05,IT,157966,121640,79307,75883
2023-10,Marketing,743187,740082,374403,433930
2024-05,Operations,227297,218689,75640,79139
2024-08,Sales,742456,826788,265438,280183
2024-12,HR,755906,788091,369760,390393
2023-05,Finance,441401,472671,186470,226966
2023-02,Marketing,380453,396207,201204,141112
2023-06,Sales,660784,586882,222996,243662
2024-09,Operations,735628,842552,262955,264656
2023-02,Finance,790714,866480,369689,346445
2024-01,Finance,160078,177664,72071,67511
2023-11,Sales,146242,168424,55560,36360
2023-11,Operations,493092,517806,208332,193798
2024-04,IT,738839,870144,229405,285281
2023-11,IT,178863,186968,55646,65373
2024-07,Marketing,90478,88099,29720,30352
2024-03,Sales,209574,209407,99136,83106
2024-11,Marketing,325538,324606,182013,213552
2024-11,IT,279766,262329,105770,131839
2024-04,Finance,714622,854564,221662,267131
2023-11,Marketing,54487,56424,27929,25267
2024-10,Operations,732701,741030,407825,375308
2024-04,HR,308432,322802,105314,136738
2023-08,IT,158924,215752,66068,57387
2023-04,IT,456786,394751,158788,178117
2023-08,Operations,631556,567513,209618,164202
2023-04,Marketing,79605,66416,39360,39554
2024-12,Sales,645890,627861,381243,433767
2023-03,Finance,732083,753651,368566,385337
2023-03,HR,250180,236210,148968,168123
2024-06,Sales,143375,134089,61696,53433
2024-07,Sales,491923,500329,280081,259635
2024-07,Operations,754388,708933,272730,306077
2024-09,Marketing,631209,654703,211689,244401
2023-05,IT,372904,422764,190462,206264
2024-06,IT,715609,773747,294417,350962
2023-10,Operations,642135,710022,253839,203431
2024-10,Marketing,671835,759381,336847,330133
2024-09,Operations,355983,368064,142409,188464
2023-06,IT,613961,602273,289646,359891
2023-01,Sales,577930,524373,225298,257976
2023-05,Finance,557866,531679,298529,306498
2023-09,Marketing,363905,341036,143275,172678
2023-12,HR,583910,635177,268889,299642
2024-02,HR,98423,102518,30211,24845
2023-02,Sales,617161,668762,331735,397871
2024-05,Operations,97565,83980,47426,43636
2024-02,Operations,713166,835695,255078,296898
2024-01,IT,535462,508026,195235,157672
2023-09,Sales,56220,48798,21293,27464
2024-03,IT,666139,631029,315056,317817
2024-10,IT,760114,986667,353069,311971
2024-03,HR,177636,169371,67885,64268
2024-12,IT,550846,529356,279950,279802
2023-11,IT,465721,454984,263929,276897
2024-04,HR,648780,637209,203103,253416
2024-05,Operations,331253,300189,140835,149358
2023-04,Marketing,446713,454390,213553,154689
2023-01,Finance,107326,121178,51079,44210
2023-08,IT,59864,62121,18310,26799
2024-05,Marketing,798877,692354,290128,310526
2023-03,HR,399706,383189,127326,151851
2024-08,Marketing,124310,116082,58511,58730
2024-03,Finance,431598,434339,213044,191592
2024-03,Marketing,293415,340259,102085,99819
2024-12,Marketing,445037,437085,177971,190295
2024-10,Marketing,624625,618017,249188,244444
2024-02,Marketing,488701,592949,266801,356918
2024-11,Sales,133557,147599,47866,45834
2024-02,IT,237460,253818,110298,98360
2024-12,HR,60372,74557,32291,37823
2023-02,Finance,549900,582221,301825,359111
2024-01,HR,150050,114280,75020,79108
2024-02,Sales,383477,421793,149501,143472
2024-12,Sales,328427,265683,179621,137392
2024-07,Sales,90857,95785,47486,58555
2023-07,IT,765030,607702,391191,461716
2023-03,Sales,778493,734879,249273,245288
2024-03,Marketing,145856,139488,45649,48339
2024-11,HR,474477,430628,241323,245183
2024-02,Operations,762514,730593,444879,575811
2023-11,Finance,272368,306116,144931,129613
2024-03,Sales,257746,235663,141616,135525
2024-01,HR,740628,789077,343277,323535
2024-06,Sales,474824,419802,185834,203771
2023-06,IT,587426,574067,295663,312935
2023-03,Sales,480909,499597,246990,266751
2024-07,Sales,788360,694085,396235,363707
2024-03,Sales,698431,588493,407892,519138
2024-11,Sales,726608,769496,298020,292623
2023-05,Finance,283829,322080,88525,108720
2023-10,HR,97547,96621,55848,84937
2023-07,IT,324244,306450,112885,103741
2024-05,Sales,360074,366800,183348,201931
2023-07,Sales,257977,259694,144973,149359
2024-10,Sales,519092,534222,204025,276378
2023-12,Sales,128944,89823,70806,71365
2024-05,Marketing,494056,430672,197433,214669
2024-01,Marketing,665929,598385,358454,388574
2024-08,Operations,671208,683359,215423,222949
2023-04,Sales,616650,630404,306211,356221
2023-10,Operations,541592,582938,272497,289939
2023-03,Finance,726355,748806,324991,364730
2023-09,Operations,319861,269934,161890,175171
2024-01,HR,259939,305074,149973,143871
2024-06,Marketing,260544,300310,135523,136831
2024-03,Marketing,638310,541935,375574,425643
2023-04,Sales,234740,244111,102014,115551
2024-03,Sales,101645,94382,46602,57635
2024-10,Finance,529367,538188,200694,266699
2023-02,IT,615156,692910,366436,356117
2024-03,Finance,148039,185879,46860,50151
2023-08,HR,227452,247957,92706,94651
2023-08,Sales,448944,464833,174778,154486
2024-05,Sales,344944,330877,143480,162804
2023-12,Finance,585174,597963,336659,392771
2024-07,Finance,522830,608141,214575,190639
2023-10,Finance,250981,249634,144337,143445
2023-09,Marketing,228308,204031,97487,95457
2023-05,Operations,620093,499569,345038,284220
2023-06,Operations,162765,172785,74306,77615
2024-08,Sales,78688,81023,30956,27185
2023-02,Marketing,335233,309249,145760,156524
2024-12,Finance,499158,560615,213297,232572
2024-01,Sales,607873,577106,229760,254793
2023-06,Marketing,764364,752013,295726,330088
2023-05,HR,300322,299721,106895,136787
2023-01,IT,300483,287828,120433,111846
2024-09,Marketing,52438,53922,25554,23924
2024-10,Sales,405239,461235,168566,193560
2024-09,Operations,466428,402481,239602,246838
2023-06,Finance,755722,800024,450480,549044
2023-06,IT,515393,526040,212924,241509
2024-11,HR,198055,201709,86904,116252
2024-04,IT,432312,477541,150977,156457
2023-04,IT,567951,571310,237213,196339
2023-11,Marketing,101039,106861,52343,57634
2024-12,Sales,755191,820064,275811,286636
2024-11,Sales,528388,496407,187374,211765
2023-09,IT,739963,766529,305539,351183
2024-11,Finance,680734,660247,371404,360194
2023-03,Sales,456321,449055,222272,199744
2024-07,IT,281120,270255,165094,169734
2023-08,Sales,379326,400769,216732,150156
2023-05,Finance,626435,632572,216333,229767
2023-04,HR,649688,680447,203200,200941
2024-12,IT,620722,619417,260534,307235
2023-06,Operations,76515,61786,34938,26277
2023-02,Operations,270370,271387,122929,129192
2024-08,IT,632289,637109,215125,276744
2023-11,Marketing,763757,785991,257726,296722
2023-04,HR,766775,712144,240811,288275
2024-03,Marketing,421735,361234,234171,257812
2023-06,Operations,274215,294768,160230,128307
2024-10,Finance,736301,712126,246443,264921
2024-05,IT,540073,551171,196552,218423
2024-12,Sales,670137,647502,219107,194625
2023-06,Operations,484171,483818,272709,281167
2024-07,HR,259637,245638,152565,93802
2023-02,Operations,369052,326179,139700,139683
2024-03,HR,507283,536120,198385,195318
2023-11,HR,299708,278016,122520,154416
2023-08,IT,498912,508727,224879,215775
2024-07,HR,257748,270443,130095,131401
2024-01,Marketing,297387,276445,134215,139330
2023-12,Finance,720207,616161,421537,405287
2023-05,Operations,752551,971641,248317,287543
2023-06,Finance,471990,442097,254677,191298
2024-10,Sales,701631,754120,280894,342827
2023-04,Operations,583415,719196,241104,252729
2024-07,Finance,168251,184199,86253,107406
2024-08,Finance,733565,707117,424597,270856
2023-01,IT,543322,538946,279734,191496
2024-08,IT,239836,215873,127774,128566
2024-05,Sales,676112,747647,355116,399820
2023-12,HR,612952,654603,242908,234833
2024-03,Operations,106795,100202,56289,64033
2023-01,IT,171729,150252,91936,110065
2024-02,Operations,737693,620733,339353,390221
2023-06,Sales,294620,329497,135827,144722
2023-05,IT,86079,87322,45442,48365
2023-11,IT,134225,137687,73167,70077
2023-04,HR,598547,539438,240112,250123
2024-01,Operations,338715,279229,183064,164092
2023-11,Operations,101119,112799,55035,51308
2023-03,Operations,320153,321768,118532,133603
2023-01,HR,160210,177651,82521,80917
2023-06,IT,553747,528101,197111,185159
2024-06,Sales,373973,363345,122631,137025
2024-12,Operations,350374,380364,165503,183209
2023-10,Finance,161364,175544,92396,94031
2023-05,HR,368193,403431,114374,117537
2024-11,Marketing,413906,399243,226799,252289
2023-10,Sales,435417,467527,196782,235222
2023-12,Finance,431610,489053,240954,260269
2023-02,Operations,741858,732530,410279,357432
2024-01,Marketing,693341,650618,390063,396610
2023-08,Sales,483531,561442,256591,253749
2023-02,HR,688100,634061,380448,339379
2024-08,Marketing,659699,709530,232746,261767
2023-01,IT,351335,348871,137426,156147
2023-05,Marketing,235525,183476,87790,101742
2023-09,Finance,62453,70911,32645,29424
2024-05,Sales,170848,114307,59129,63481
2023-09,Finance,493541,376031,175043,183630
2023-11,Finance,624281,663785,351900,385721
2024-03,Operations,422924,449673,216437,231470
2024-12,HR,95706,88383,53845,56435
2023-06,Marketing,573324,583493,195965,201861
2024-11,Sales,558197,388632,234271,284879
2023-03,IT,223889,242883,86185,79352
2024-05,HR,665722,685671,201650,206494
2023-05,HR,761070,756901,293283,355519
2023-12,Sales,625087,626650,258707,240168
2024-06,HR,693874,734944,227358,212804
2024-02,Operations,110964,110579,52147,60495
2024-09,HR,496894,385149,206187,172457
2024-12,Operations,252222,318697,79182,90987
2023-11,Marketing,409523,468533,209345,204436
2023-09,Marketing,765798,647717,397283,441580
2023-02,Finance,684275,655934,376584,326456
2023-12,Operations,578089,561715,257632,316310
2023-03,IT,484264,546957,286005,248084
2023-03,Marketing,715508,530111,410858,476078
2023-01,HR,162364,152641,75565,66019
2023-08,Sales,725221,571998,314372,415362
2024-10,Sales,504933,487658,151939,157909
2023-08,Operations,203552,192010,104482,140280
2023-11,IT,68637,69293,32224,29877
2023-09,Finance,503520,466972,292677,287877
2023-05,HR,621719,565687,297349,366217
2024-02,Operations,674225,724359,403090,337011
2023-03,Sales,368316,388411,204837,193593
2024-09,Operations,75437,80428,44212,49705
2023-05,HR,451365,441783,179778,161293
2023-05,IT,457887,426472,157879,178130
2024-07,IT,546221,538430,294446,316694
2024-02,Marketing,73119,77516,39181,32244
2023-04,HR,751477,555181,273112,326413
2024-01,Marketing,280389,293649,148444,127756
2023-10,Marketing,459495,476540,218072,254204
